"category","matches","percentage","module","article","total_matches_article","module_total","total_words","prop_article","prop_module","matches_per_1000w"
"Influencers",27,19.3,"Decision_Actors","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,140,7168,10.8,19.29,3.77
"Information",29,34.1,"Participation_Levels","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,85,7168,11.6,34.12,4.05
"Consultation",11,12.9,"Participation_Levels","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,85,7168,4.4,12.94,1.53
"Collaboration",27,31.8,"Participation_Levels","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,85,7168,10.8,31.76,3.77
"Empowerment",18,21.2,"Participation_Levels","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,85,7168,7.2,21.18,2.51
"Epistemological",1,5.9,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.4,5.88,0.14
"Epistemological",1,5.9,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.4,5.88,0.14
"Epistemological",2,11.8,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.8,11.76,0.28
"Social",1,5.9,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.4,5.88,0.14
"Social",1,5.9,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.4,5.88,0.14
"Social",1,5.9,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,0.4,5.88,0.14
"Methodological",10,58.8,"Challenges","UP 8 (2) - Social-Ecological Knowledge Integration in Co-Design Processes_ Lessons From Two Resilient Urban Parks in Chile.pdf",250,17,7168,4,58.82,1.4
"Epistemic",4,100,"Uncertainty_Types","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,4,6100,1.59,100,0.66
"Extractors",2,0.9,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,0.8,0.93,0.33
"Injectors",11,5.1,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,4.38,5.14,1.8
"Beneficiaries",21,9.8,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,8.37,9.81,3.44
"Affected",3,1.4,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,1.2,1.4,0.49
"Regulators",33,15.4,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,13.15,15.42,5.41
"Influencers",144,67.3,"Decision_Actors","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,214,6100,57.37,67.29,23.61
"Information",11,40.7,"Participation_Levels","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,27,6100,4.38,40.74,1.8
"Consultation",5,18.5,"Participation_Levels","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,27,6100,1.99,18.52,0.82
"Collaboration",8,29.6,"Participation_Levels","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,27,6100,3.19,29.63,1.31
"Empowerment",3,11.1,"Participation_Levels","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,27,6100,1.2,11.11,0.49
"Institutional",5,83.3,"Challenges","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,6,6100,1.99,83.33,0.82
"Methodological",1,16.7,"Challenges","Using Media Framing to Explore the Food-Energy-Water Nexus.pdf",251,6,6100,0.4,16.67,0.16
